,h,A
895,71.23208508657827,52.56401221886237
896,71.4108676056958,52.28736252282911
897,71.58965012481332,52.00280149225278
898,71.76843264393084,51.710028387388256
899,71.94721516304836,51.40872564597854
900,72.12599768216587,51.0985576002854
901,72.3047802012834,50.77916906670174
902,72.48356272040093,50.4501837920686
903,72.66234523951844,50.111202738411926
904,72.84112775863596,49.761802184969504
905,73.0199102777535,49.40153162300832
906,73.19869279687101,49.02991141492203
907,73.37747531598853,48.646430184305686
908,73.55625783510605,48.25054189794993
909,73.73504035422357,47.84166259375796
910,73.9138228733411,47.41916670017381
911,74.09260539245862,46.98238288245936
912,74.27138791157614,46.53058933859226
913,74.45017043069366,46.06300845207191
914,74.6289529498112,45.57880068971169
915,74.80773546892871,45.07705760851415
916,74.98651798804623,44.55679380557356
917,75.16530050716375,44.016937606756
918,75.34408302628127,43.45632024113956
919,75.5228655453988,42.8736631853978
920,75.70164806451632,42.267563280700685
921,75.88043058363384,41.63647511761306
922,76.05921310275139,40.97869004244157
923,76.2379956218689,40.2923109479689
924,76.41677814098644,39.57522175278938
925,76.59556066010396,38.825050117368676
926,76.77434317922147,38.03912144760188
927,76.953125698339,37.21440153079162
928,77.13190821745651,36.347424129322526
929,77.31069073657405,35.43419835529919
930,77.48947325569156,34.47008838816201
931,77.66825577480908,33.44965460899197
932,77.8470382939266,32.36643969392037
933,78.02582081304413,31.21267415936127
934,78.20460333216165,29.9788605035579
935,78.38338585127917,28.65316794786519
936,78.56216837039669,27.220519366028658
937,78.74095088951422,25.661152662626304
938,78.91973340863174,23.948228576230864
939,79.09851592774926,22.043569675171202
940,79.27729844686678,19.889346260653603
941,79.4560809659843,17.38964582306802
942,79.63486348510183,14.36083529936037
943,79.81364600421935,10.341825567321264
944,79.99242852333687,2.1015648162794673
0, 80, 0
945,80.17121104245439,
946,80.34999356157192,
947,80.52877608068944,
948,80.70755859980696,
949,80.88634111892448,
950,81.065123638042,
951,81.24390615715953,
952,81.42268867627705,
953,81.60147119539457,
954,81.78025371451209,
955,81.95903623362962,
956,82.13781875274714,
957,82.31660127186466,
958,82.49538379098217,
959,82.6741663100997,
960,82.85294882921723,
961,83.03173134833474,
962,83.21051386745226,
963,83.38929638656978,
964,83.56807890568732,
965,83.74686142480483,
966,83.92564394392235,
967,84.10442646303987,
968,84.28320898215739,
969,84.46199150127492,
970,84.64077402039244,
971,84.81955653950996,
972,84.99833905862748,
973,85.17712157774501,
974,85.35590409686253,
975,85.53468661598005,
976,85.71346913509757,
977,85.8922516542151,
978,86.07103417333262,
979,86.24981669245014,
980,86.42859921156766,
981,86.60738173068518,
982,86.78616424980271,
983,86.96494676892023,
984,87.14372928803775,
985,87.32251180715527,
986,87.5012943262728,
987,87.68007684539032,
988,87.85885936450784,
989,88.03764188362535,
990,88.21642440274287,
991,88.3952069218604,
992,88.57398944097793,
993,88.75277196009544,
994,88.93155447921296,
995,89.1103369983305,
996,89.28911951744801,
997,89.46790203656553,
998,89.64668455568305,
999,89.82546707480057,
